ID,Month_ago,Score,Reviews
71409,12,5,"I have driven through The Creek apts back in the summer of 2017 and this place looked like   a not very nice or clean or not the place for a family period!
  The new management are freaking PHENOMENAL and so warm and kind and determined to make anyone's experience here a memorable one in a very good way!  Hannah is such an AMAZING asset to this property and the head manager, I believe her name is Sarah has put her soul and energy into all the improvements at this property!  Thank you ladies for all the hard work that you guys have done thus far and Thank you for being such beautiful souls! You have made a friend and referral for life! May God continue to bless your journey in life!
I highly recommend this property to anyone looking for a place to move and a close knitted staff community."
71409,12,3,"One of the lowest cost apartments in the area. You get what you pay for. So if you are looking for cheap, welcome home.
 I would have given 2.5 stars if possible."
71409,12,1,"Just stay away. I had my apartment backup sewage 3 times, into my apartment. They moved me into a bigger apartment, filled with MOLD in the ceiling, and roaches everywhere. Not to mention a horrible upstairs neighbor. I finally got them to let me out of the lease. Stay far away."
71409,12,4,Staff is typically very courteous and maintenance responds quickly to requests.  Only problem is communication from the office when they need to turn the water off to help with someone else's water problems.
71409,12,5,"I highly recommend the creek apts. Sara and Hannah are amazing. This is the first apartment my husband and I ever leased, and we love it. I came in last month and these ladies did everything they could to help me move in.  It was a roller coaster ride but I feel that Sara and Hannah rode it with me. Sara is great,very helpful, and I feel is an asset to the apartments. Hannah is also very sweet and when I would call she answered every question I had. Thank you ladies for making my first apartment experience a great one!!"
71409,12,4,I've lived in the creek apt since Aug 2016. Aside from my apt flooding due to them putting a washer /dryer unit in my apt. I've had no problems with staff. The office manager is very helpful and is there if I need anything. I would resign a lease.
71409,12,5,"The office staff, Hannah and Sara are awesome! Very helpful, super friendly and really fast at getting everything/approved for my move. The apartment was very clean, brand new appliances and no problems getting moved in. 
Exciting to see the club-house, which is being renovated,  being worked on everyday for completion in January 2018."
71409,12,5,"I've been at The Creek for almost 2 months.  Sarah, the newish community director, has really turned the place around.  Alex, the newish lead maintenance is efficient and personable.  They both take pride in their work and are striving to make The Creek Apartments be the best place to live in Round Rock.  I can't wait until the new club room opens!  I'm really looking forward to the new work center and yoga room.  The movie theater too!"
71409,12,5,NIL
71409,12,4,NIL
71409,12,1,"The concrete subfloor in the apartments are cracked and broken. BADLY. My 40lb daughter would make chunks move beneath the carpet just by walking to her room. 
The carpet was supposed to be replaced prior to my move in. The mgmt that was in place when I arrived (Lauren Garcia) assured me prior to my lease being filled that ""the tenants moving have children and it will be NASTY"". 
It was NOT replaced and it was NASTY, so thanks for the head up. They did deduct $75 from my deposit for cleaning carpets. I carpet cleaned when I moved in because it smelled AND when I moved out.
The apartment was NOT CLEANED when i moved in. There was human fecal matter I had to clean off the guest bathroom door. I had to clean old spaghetti streaks off my ""new"" kitchen walls and clean old food out of the sink. I found old utensils and a NEWSPAPER from two years ago behind the drawers when I cleaned prior to moving out. They did deduct $105 from my security deposit for cleaning.
They never fixed the guest bathroom fan so there's mold - it didn't work prior to me moving in. The bathtubs are also painted (WHY??) so me cleaning them would actually start taking the paint off and it looked awful. Same with the bathroom sinks.The ceiling fan cords are on the exterior of the wall which tacky and they occupy a wall plug.
Prior to leaving I got a note stating ""Exciting changes for The Creek!"". They were renovating! Their office. Because why fix the dilapidated apartments that people pay a grand to stay in? Already got them locked in a lease so who cares? Not FPI Management and The Creek Apartments!
The cares they give don't reach out to maintenance orders either. I had my hot water spring a leak. I put in a maintenance order. A week later, when it sprung a second leak, I called to let them know they had a bigger problem (other than the fact that the closet was so muggy and humid from hot leaking water that  it discolored and damaged the wall - hello more MOLD) and I wasn't going to continue empty more buckets catching the active leaks, that they FINALLY came to fix it.
Then I get a call a month later about the leak because the first maintenance order was never closed out. So for a month they had an open work order for a water leak and no one cared.
Which is a prime example how disorganized they run their complex since I received a call from John Martinez (regional manager) about TWO weeks after I moved out - asking if I had moved. Because heaven forbid an employee go check on their own? Seriously?? Bet that four month old leak in the master closet that no one ever came to fix went absolutely rampant.
The creek near the property smells like death when it's summer, the playground behind the complex is in low income (did not know) and I stopped taking my daughter there because I was afraid of her finding used needles.
The HEB is right across the street. Awesome but dangerous. HEB's turn lane is a few hundred feet from The Creek's en
My electric bill was sky high, but when you can see light and gaps around the windows and doors that happens. The walls were patched and it was very visible were they were patched. Some walls were white, others freshly painted a dirty diaper brown - and it was already chipping and cracking in places. I'm assuming the painters didn't clean the walls prior to slapping paint on. I was charged $135 for painting and labour. Literally three spots in the bedroom from THEIR faulty paint job and I'm being charged.
It has taken me THREE WEEKS to get a manager to call me (literally they just called me) about my security deposit they STOLE to pay for repairs that weren't fixed prior to me moving in or when i went to the office to address them. I'm waiting for them to ""view my file"" to see if they should've viewed my file prior to stealing my security deposit.

STAY AWAY FROM FPI MANAGED PROPERTIES AND THE CREEK APARTMENTS.
Nasty, rundown, and they will steal your security deposit and ignore your calls.

Shout out to Mikelin though who's the office assistant (mgr?) for dealing with me. I'd suggest promoting her."
71409,12,2,"My apt is infested with ants. Moved in to a leaky fridge. Staff isn't always on top of things. Not all electrical outlets in my apt work.  They have the gate to their entrance shut sometimes when it isn't even raining. That being said, it isn't the worst place in the world to live. "
74569,2,5,Nothing new at least yet .....I have been here now 4 years I like the manager Garrett and of course Megan she is a little bossy but that is no prob . The space is bigger than the others that are being built and  no the pools hot tube is not there  hardly a work out. Center  they call a gym  hidden gyms tho like a waterfall in the Park area and also dog friendly and kinda quiet depending on the day of the weekend lol and car wash always blast music and have there lights on. . no parking at night cheap tho  and gated
74569,5,5,"I love my management team! Never have I had a concern that was not addressed immediately. Garrett makes sure that he hears and resolves 
all my issues. David is always willing to help whenever he can. You guys are awesome!
Let’s not forget about the ladies in the office, always greeting me with a hearty hello and a smile. Makes for a great office atmosphere!"
74569,5,1,Not impressed so far.
74569,6,5, I love this place. It is clean and beautiful. Megan is very attentive and always willing to help if you have a problem. The maintenance is good and sooo fast!
74569,6,5,NIL
74569,9,5,"We have lived at this complex going on 3 years. Garrett and the staff are amazing, in an area that other complexes are constantly changing management, Steeplechase has felt like home since day one. The office knows me by name when I walk in, and are always incredibly friendly. The apartments are by far the biggest and most affordable that you will find for miles around. You can tell they take pride in how the complex looks, as the landscaping is beautiful and you can always see the grounds crew outdoors working away. The maintenance team is the best in the area. Even if you have a low priority maintenance issue, they can normally turn around and fix it for you within 24 hours, it's amazing. If I had to pick the worst thing about Steeplechase, it would be the parking. There just needs to be more of it towards the front of the complex, as there seems to always be many open spaces in the back lot, and the front lot is always full by sundown. There isn't really any room for them to expand,  though, so I understand. BUT, I would say if you are an able bodied person, the few extra steps is not a dealbreaker, and they have covered parking that you can rent for very cheap! I am really sad that this will probably be our last year at Steeplechase, but only because our family is growing, and we're hoping to move into a house or duplex. I wish I could take the office staff with me, to be the landlords of wherever I go!! You are in great hands with Steeplechase, I couldn't think of a better place to rent in Round Rock!"
74569,9,5,NIL
74569,12,5,Highly recommended!!! Garrett and Megan are very welcoming and efficient with everything. We could sign a lease very fast. Our apartment is very pleasant and quiet with lots of windows and a nice balcony. Maintenance is extremely diligent and everyone is very nice. The location is perfect. We are extremely happy to be here.
74569,12,5,We lived here for two years and loved it. Office staff were always very friendly and prompt to help me with any of my questions or concerns. Lead maintenance was nice and quick to complete work orders. The front office was always very clean. Thank you Garrett & staff!
72794,0.5,2,"I used to love living here, I even signed a long term lease. However, I am regretting that decision. I submitted a service ticket almost 2 months ago and I am still waiting for it to be completed. Mold is growing under my bathroom cabinets and my bathroom is starting to smell. I'm honestly in shock over this issue, as I have lived here for four years and never had any problems before. Very disappointed. Not likely to renew my lease."
72794,0.5,1,Terribly disrespectful manager. No accountability.  No responsibility.  Never would I treat a guest as I was treated on this property.
72794,0.5,1,NIL
72794,1,5,I had to move into an apartment abruptly after living in a house for years. The Lodge at Warner Ranch helped me get in quickly and we're very helpful with the process. The office staff has always been very helpful and nice. I enjoy this quiet apartment complex and will be here for the next several years at least.
72794,2,5,NIL
72794,5,1,NIL
72794,5,1,NIL
72794,5,1,"I should’ve read the comments before I moved in. The valet trash service is a joke, the office staff is very rude, my refrigerator sounds like a lawnmower, the lights outside of my apartment don’t work, half the lights in my apartment don’t work, and there’s broken glass by my apartment door. The space provided for the for my trash is super small and I’ve been told if my neighbor puts trash out that’s on the ground I’ll be charged $25 fee along with my neighbor, but why should I have to pay for something that’s not mine. The manager called me from I’m assuming her personal cell after business hours from a blocked number to give me a “warning” about the trash.... no ma’am you want to talk business you call me during business hours from you business line. There needs to be a better system in place for this stupid trash service.... I take my own trash at least 4-5 times a week but I can’t opt out of paying for the stupid valet trash service. The guy who picks up the trash is lazy anyway. If you have other options take them please make this complex your last resort."
72794,5,1,"This has to be the best apartment we could have chosen. The leasing agents are great to work with and if we have any problems that need a work order it gets done right away. I would recommend this place in a heart beat.

A year later and company's have changed and no one cares about getting service requests complete."
72794,6,1,"NEVER LIVE HERE! It is not a family friendly apartment. They consider my toddler as a pet. He is in the middle of potty training and they charged me a pet fee of $100 when I moved out because they found urine in the carpet. I HAVE NEVER OWNED A PET! They also charged me for a $50 trashcan that they stole from my front door when they were washing the concrete. Last but not least they charged me $65 for damage to the lament flooring that their maintenance team did when they attempted to fix the fridge.  I also sent the manager an email about the flooring being messed up and they were suppose to fix it which they never did. Then, I had to wait for a year for them to come out to replace my dryer (which at the end completely stopped working). Once they finally replaced it they replaced it with a dryer that squeaked so loud I never wanted to do laundry and it ate almost all our clothes. Yes, we did damaged that they charged us for and yes I admit to the ones that we did but to get charged for things that I never did is ridiculous. I remember the first year of living there was amazing. The staff was super outstanding and the maintenance was quick and got the job done right the first time. Then the last year when they were bought out was the worst year of my life to live somewhere. Never got our fridge, dryer, or floor fixed. So please take my advice and never live here!---THERE IS A DIFFERENCE BETWEEN CHARGING TO REPLACE CARPET AND CHARGING A PET FEE!!"
72794,6,1,Spoke to a manager in regards to my application before I filled it out. Disclosed that I had an old broken lease and she said it would be approved because she practically ran the place and I good rental history since. I paid a lot of money during the application fee and got denied. They kept my money and now I’m stuck without my money back. Dishonest management. I think it’s a blessing in disguise based on the reviews I saw on here. Need to replace your entire staff.
72794,6,1,"Stay a way from this apartment they will still your money in the end I lived there 18 months in the end they Charge me $785 for painting and carpet when I ask why they said they have to paint the apartment and they have to put new carpet for the next resident.
I left the apartment very clean still they charge me
The service very bad I wait almost 2 month to get my stove fixed 
Month to get my kitchen and closets light fix 
4 month my laundry was not working right 
Many cars they stole their tires at night ......"
72794,7,1,"The management here is awful (completely non responsive), the pool is not in a good condition its like no one does any cleaning for it. The other reviews are right, it's only the entrance area that looks nice, everything else is terrible."
72794,7,1,"I used to love this place but now I’m really disappointed in the new management. My rent bill was less than normal and I went in right away to get the issue resolved with one of the managers, Farren. Long story short, she said the bill was correct because of the lease end date coming up soon.  I turn in my check then 2 days later I get a call from the other manager, Kimberlee, saying my check is short and that I in fact did owe more money like I originally thought. She asked me to come in the next morning to discuss.  The next morning I went in to discuss and Kimberlee wasn’t even there. I brought in a new check to give to Amber who informed me that they’re going to now add on late fees because it is now after rent due date. They erred but I get fees. GREAT. I ask to speak to Farren, the manager who made this mistake but Farren refused to come out of hiding from her office because she’s “not really supposed to be here on a Saturday” Why do they have office hours on the weekend if their staff has no clue what’s going on and the managers are hiding in their offices? These girls are very unprofessional and rude.  Lots of communication is lost when management has their poorly trained staff running back and forth passing along information. Their staff makes mistakes and the residents suffer as a result.  I miss the old management company.  Really wish I hadn’t just signed the new lease a few weeks ago."
72794,7,1,"The management team here is the WORST. The manager and assistant manager are non-responsive. After multiple attempts when you DO finally get a hold of them, they are rude and dismissive. The grounds and public maintenance is not taken care of. despite putting in requests to do so. Things like broken glass on the walkways, lights out in carport areas, etc do not get addressed. Do yourself a favor and do NOT rent here. You will regret it if you do."
72794,7,1,"Resident since Aug 2017. Don't be fooled by how the apartment entrance looks, it's the only area where money and care is invested. Everywhere else, broken glass, the hallways smell terrible because of the bad trash service. The garbage compactor will randomly stop working and even when it is, it is surrounded by junk and garbage. It often smells up the surrounding area in the summer. Nobody picks up after their pets. The pool water is always murky, management doesn't keep up with the cleaning. Washers and dryers will randomly break throughout the complex, resulting in flooded apartments. The appliances are ancient, the fridge sounds like a lawnmower, the dishwasher doesn't wash dishes, and the temperature settings for the stove and oven are wonky. If you want anything done with the management team, be prepared to follow up at least 3 times and double check their work after they're done."
72794,8,1,"First, I moved into a filthy apartment with bed bugs. Lease started on a Friday but they told me I couldn’t enter till Saturday & then they forgot I had a garage so I couldn’t have that until the following week. Even then, when I had my movers ready to come in….I walked into a FILTHY apartment. I had to tell me movers to go eat (I had to pay for the 3 hour delay & food) while I cleaned my apartment ..which should have been done before. SO I went to cleaning. Washers & dryers are provided in the apartment. I took a washcloth & threw it into the washing machine but found that there was already some clothes there left from the prior resident. AND on top of the clothes was a BED BUG! So the apartment was infested prior to my move in. Nice…just real nice. So I told my movers to not bother. I couldn’t move all my stuff into my apartment with bed bugs. SO now I have paid my movers a total of 7 hours just to load up my stuff from my storage unit, onto the truck & now back to my storage unit. When I reached out to the community manager I received an apology &$25 gift card to Olive Garden. Thx…that really helped. Because now I get to pay my movers again to actually move me in. Months went by with zero follow up. FYI: typically there is follow up on every service request and every pest control issue. I asked for ..i think it was 4 treatments before the issue was resolved.  I've attached pictures of just 1 wipe on a kitchen counter. That was when I moved in. The bathroom was a hideous nightmare. I sprayed a foam cleaner on the bathtub walls & by the time the foam had settled to the bottom it was brown…zero scrubbing and it was already brown. Picture of the bottom of my feet after walking in my apartment for about 10 min. So good luck to whomever is moving into apt 310.
So from there nothing gets better. Literally 7 weeks before service requests are completed & then they are only completed because you have to put A LOT of pressure on the office. 
Several car break ins. Once came home after dark & my garage wouldn’t open. None of the garages in that section were working. I had to park in the regular parking lot…no big deal. UNTIL, my car was broken into. I notified the office & had zero follow up & 2 days later my garage was fixed. Good thing my car wasn’t parked in it. I have attached a picture of a car on blocks in the parking lot & the lame response from the manager. 
Office staff is incompetent at best. The manager does not listen to understand but listens to form a response of how great she is. We tried to discuss the many issues & she only said, “I’ve had 20+ years in the apartment industry & I’ve done great work with communities in distress”. They are rude on the phone.  
Several cars every week that have no license plate & inspection stickers. Every week I count about 10 cars that are obv either being abandoned there or someone is flipping cars & using the parking lot as their place of business/personal garage. So parking is a major issue that I see many other resident’s complain about. I mentioned this to the office and I see no difference in these cars. 

LOUD upstairs neighbors! Once resident says she has to sleep with ear plugs. 

The gym is filthy. Again, something else I mentioned to the office. Chains are broken on a lot of equipment and so therefore a lot of the equipment do not work properly. The A/C filter was caked on black. The water fountain is yellow with old hard water. Nothing is cleaned. Tv’s do not work. A/C is ALWAYS broken and office gives a thousand excuses as to why. Took 5 weeks for them to change the light bulbs. Included are pictures of what the gym really looks like compared to their site picture. 
Water! Each apartment needs water softner. I have to scrub and I mean seriously scrub the bathroom and kitchen every week because the water is so hard and gross. Have to change the water filter 30 days (which gets expensive). Have to buy a special conditioner for my hair because this water destroys it. 
I guess you can say the apartments have a good lay out. So that’s one thing."
72794,8,1,"I lived  here since August ,2017, my experience is horrible and disastrous. They gave me the dirtiest apartment on earth, they did not even clean it when they gave me the key. I was shocked when I saw it. I have to wait for more than a month for them to fix a clogged toilet. I reported a clogged toilet  almost  two weeks they just fixed it. We spent yesterday day night without a/c  ,  I was about leave that apartment to rent a hotel. Too much problems here. The good thing is my lease is about to end"
72794,8,1,NIL
72794,9,1,"Currently I’m residing in this complex. Planning to move out. New management is just horrible. Don’t trust their advertisement “Gated community”. It’s a lie. Second is their maintenance. Ask any community members. If you shoot for a service request, it will not be done for months. I will give this complex a zero in review."
72794,10,5,Just signed my 4th lease.  Been some turn over in the management but the new team is awesome!  Park like setting and quiet!
72794,10,1,"This places is quiet and nice BUT you gonna have to pay a huge fee for moving out. My family and I moved out of these apartments 2 months ago and we had pay a high amount of money for moving out and because they said that our apartments was dirty and had damages when they know that’s a lie. When we got there the dishwasher didn’t work, the bathroom extractor didn’t  work, and also the bathroom door handle didn’t work, we notified that to office so many times and they didn’t fix anything. We lived there for 2 years and they never checked the air conditioning filter the whole time we were living there, and they still charged us for damages, and also today my dad got a call from them saying that he owns them about $200 when he already paid a lot of money. The deserve zero star. I am not who to say “do not move to these apartments” but I will say think about it like 100 times before moving."
72794,11,1,This apartment complex pisses off the entire Warner Ranch community! Residents moving out feel it necessary to dump their unwanted furniture in the streets. Shame on the piss poor management for not taking action to stop this from happening!!! Stay away from this place!
72794,12,1,NIL
72794,12,1,"I have been wanting to move here for the past month. I did extensive research and read endless reviews on how the property/office management is rude, disrespectful, dishonest and lazy. I have visited friends that live in this apartment complex and still found that this is where I wanted to reside once it was time for me to move. The rent which was listed at between 1160 and 1200 was great considering their are new apartment complexes with high end amenities, stainless steel appliances, huge rooms and living areas, amazing kitchen are and breathtaking closet and restroom spaces, but of course you will be paying at least 1270 or above.Today is Friday and I was ready to come in and put my deposit down at Lodge at Warner ranch for a 2/2 for myself and my daughter. I knew I would have no worries getting approved as a hard working single mother who pays all bills and on time. To my astonishment the rent for the smaller 2/2 is starting at a whopping $1270 and it gets better... that the low end price, it gets higher. I was told to speak to Kendra, let her know I was referred by the tenants currently living there. Of course one person cant change things but OMG to pay that much I might as well go on New Meister lane and put a deposit down with the new developments there that offer so much more. Pretty sad how apartment complexes price gage like that and have reason to believe its because it's tax season and some people just take whatever because of certain situations. I''ll wait on it."
72794,12,1,"Bernadette will tell you anything to get you to sign a lease.  Lies, lies, lies!"
72794,12,1,"The review is for the front office. How astounding corporate has done nothing to address the complaints. The property is beautiful. The layouts of the apartments are wonderful. The things requiring maintenance inside the apartments include poorly maintained washers and dryers, garbage disposals, and the air conditioning and heating units. The MANDATORY garbage takeaway system is outrageous as they only come four days a week but it is REQUIRED for each apartment to be charged thirty dollars a month for the garbage takeaway where it is literally one or two guys that come by, grab your garbage bag, throw it IN THE TRUNK OF THEIR CAR and then drive it to the dumpster. This should never be required to pay for this type of service. Ever. The maintenance staff is wonderful as it is not their fault that communication from the abhorrent front office fail to reach them or be conveyed correctly. 
Overall  
- apartments are great
- property is beautiful 
- front office is beyond subpar and it doesn't come down to just one individual, it is the ENTIRE front office. Extremely poorly managed and ran. There are no repercussions for errors made by the staff. They are unapologetic, rude, and self righteous. 
- maintenance - wonderful and kind people, they always have a wave or smile when passing them on the property
- greystar - the parent company - clearly do not care at all about the numerous poor ratings on the front office - understand that SPEAKS VOLUMES ABOUT THEIR PRIORITIES - it is not you they consider a priority but their bottom dollar."
72794,12,1,"The office old layde super rude I don't even know her name but any time I found her at the office I'll have bad day 
Good location bad costumer service"
72794,12,1,Water pipes busted with in first couple months of living here. Staff only cares about you when you move in. Was never happy here.
72794,12,5,NIL
72794,12,4,"I am definitely a fan of this place. I mean every place is going to have problems but they get people out quickly to solve the issue. It is a little expensive to have two cats, or two animals for that matter. I have had issues with delivery companies not recognizing where it is because their systems don't recognize Warner Ranch Dr and it gets automatically changed to Warner Ranch Rd, which is just a connecting street. We also did have a weird moment when a full grown man walked into the the gym when my boyfriend and I were working out, took the roll up mats and laid down against the mirrors to watch some videos on the phone. But generally, it's been uneventful since we moved in 3 months ago and that's what you want."
72794,12,5,NIL
72794,12,5,NIL
72794,12,4,NIL
72794,12,1,"Staff was rude and unhelpful when looking for an apartment. Only good thing was the free coffee, but the lids didn't even fit the cup... very unimpressed."
72794,12,1,"Lots of fleas. Fleas everywhere. My poor dog can't go anywhere any more and he suffers because there are so many fleas. I do not think the new owners spray any more and its very sad. I am out of here once my lease is up. Pet friendly? No they are not, they will take your money for having a pet but that's all they care about. Save your pets! do not stay here!"
72794,12,4,NIL
72794,12,2,"I moved here a couple of years ago and it was a great move-in experience. The place is quiet and it's decent. Then management changed and the front office people became very rude and unhelpful. If they can take advantage of you they will. I don't want to move out because I like the area and the rent isn't too terrible, but dealing with the front office is a horrible experience every time. They are the only reason I give this place a bad rating. The appliances could use an upgrade, too, but I'd prefer an upgrade in the staff."
72794,12,1,NIL
72889,0.5,3,"Unit had/has so many things wrong with it. To be charged so much per month but are always calling for maintenance to fix either the water, heat, etc. It doesn't match!"
72889,0.5,5,Really great place to live. Love the apartment layout and the convenient garage. Friendly staff and really nice amenities.
72889,0.5,5,Excellent apartments for the price lots of space. And fast maintenance
72889,1,4,NIL
72889,1,5,NIL
72889,1,4,Love the community.  Everyone here is pretty awesome!
72889,1,5,Great place to live!
72889,2,5,"I just signed my second year lease here and I have to say this is bar far been the best renting experience I have ever had!!! Colby in the front office and Gloria the property manager are beyond fantastic!!! I referred a friend to move in and Gloria awarded me $1,000 as a thank you for the referral! If I could buy my town house and live here forever I absolutely would! Very friendly staff including the maintenance and valet trash pick up crew :)"
72889,2,5,NIL
72889,3,5,"I moved to the Landings at Round Rock last month, and I’ve never been happier. I’ve lived in private houses for the past 15 years, where I’ve had to take care of everything myself. I feel like royalty here. My trash is picked up, and anything I need done is done immediately. My garage opener was malfunctioning one night recently, after hours, and someone was here within minutes to fix the problem! The staff here has been so helpful since day one. Everyone in the office is always super helpful. Natalie helped me pick out this beautiful sunny apartment (which I rented without actually seeing it first) and it’s stunning. There’s also a hiking trail right next to the property, and HEB across the street.  Definitely a great place to live!"
72889,3,4,"Toured along with several other properties. This property wasn't the best in the area seemed a little old, but still nice. Staff was very friendly and welcoming although manager never got back to me though. Still on the hunt."
72889,4,1,Not impressed.
72889,4,3,"Love the apartments, hate the noise from the pool at all hours of the night.  Maintenance takes too long"
72889,4,5,NIL
72889,4,5,"We just moved here a few weeks ago from California and WE LOVE THIS PLACE! The staff, especially Colby, has been so awesome and friendly. They are fast at maintenance requests. We love all the amenities! We have great neighbors as well. We are truly enjoying our move to Round Rock. Thank you Colby for all your help during this move from out of state. You made it an easy transition. We truly appreciate you!"
72889,5,1,NIL
72889,5,1,NIL
72889,6,1,"I recently lived in these apartments. They look very luxurious, but really the appartment is very poor. Their maintenance service is very slow. I requested maintenance for several issues in my appartment but they never came to fix it. They just ignored me. They last problem I had with them was before I moved out. They were painting the exterior of the appartment, and they splashed paint on my patio furniture set. When I went to talked to them about it,  they didn't care. They office staff don't have customer service, and they always charge overprice. They forced me to pay $3300.00 just to move out."
72889,6,1,"I give a one for effort, the front office was upgraded and remodeled not the residents apt. Therefore we have to pay more on rent, not worth it at all. Residents still have old appliances that is out dated. The maintenance are lazy and will show up weeks or  month later, after continually calling for help. The management sucks I wouldn't recommend this apt. complex at all. Nice on the outside but hectic on the inside.2018"
72889,6,1,"2 months ago, I would have given 2 stars 9 months ago I would have given 3 or 4 ....as of right now this place truly only gets 1 star from me.

My girl and I decided to go to the pool after both working all of memorial day weekend.....we knew it would be pretty packed like most weekends, however, we were NOT expecting to have to hunt for an actual seat to sit in watching car loads of people that absolutely do not live here or even KNOW anyone that live here  drive in and join their friends sitting at the tables .....cooking on the grill.....ect..

Come to find out later from my 15 year old niece that has lived in this neighborhood her entire life....that The Landing is the place EVERYONE goes too.

This place, that we pay just shy of two grand a month to live and enjoy the amneitities well, apparently is OPEN TO THE PUBLIC.

A neighbor, that also PAYS to live here had to share a seat Saturday night with another resident of the landing because the main pool area was so crammed with people that do NOT live here....

Couple that with the pest control we have been waiting a month for....the AC that craps-out every 4 weeks, the appliances installed with the wrong parts, the towel racks that just fall off the wall when you grab your towel after a shower ....in sorry .....but this place just sucks.....

And all the little complaints we have just dealet with.....but when we cannot swim or even sit at the pool we pay to use have been cut off from the pool tables and the cinema for the last few months and now the gym there is a serious problem

And NO i will NOT call the office .....I want the management to just FIX the problem....if your reading this then DO SOMETHING about it...atleast Manny would go out and ask people their apartment number ....you guys seem fine with this place being a free for all

Update: our request to have our oven fixed was completly ignored for almost an entire MONTH!! 

Our beautiful vintage oven from the 90's would decide atleast 3 to 4 days a week to just not turn on. It would take roughly an hour of wiggling, rocking it back and forth, and moving the entire thing out of its spot to move the plug around while praying to the appliance gods to grant us a connection between the electrical outlet and the oven ""one more time"" because the maintenance workers should be there to fix it the next day right? Ha! Wrong!!!! 

3 weeks after our request to fix it the poor oven had, had enough and no amount of coaxing would work (yes, our shepards pie was microwaved that night) 

So another request was put in. After 3 days of nothing a face to face consult was needed. Turned out they had seen our requests (we had 3 in their system), and on 3 separate occasions we were ignored.

It just baffles me, and now the office wants a credit card from us for packages that are delivered!!! Seriously?? We have absolutely zero control over the fact any packages that are ordered get dropped off at the office rather than the front door. The office does not notify us if we have a package however, if it is left there for more than a few days (even though they do not notify anyone its there) they are going to start charging your card on file ......like HOLY $***.....NO THANKS ....one more month baby and we are FREEEEE....

Hope this review helps someone whos looking for a quality place to live......KEEP SEARCHING"
72889,6,5,"I have been living at the Landing (Monterone before) since 2008. This management company has been the best so far. They are doing a great job with remodeling and enforcing the tenants follow the rules. I am also very pleased with their maintenance team. My A.C. broke after the office had closed and I had to call the emergency operator. Even though it was an after hours call, one of the maintenance personal was at my door within half an hour. I think anyone would be happy living here."
72889,7,5,"Daniel  the Leasing Manager is incredible! As a matter of fact the entire staff was friendly, helpful and professional.
I brought my clients to view the property and Daniel went above and beyond making sure they felt welcome!  He gave them a great tour, and made their choice an easy one! 
I will continue to bring clients to The Landing!"
72889,7,1,NIL
72889,7,2,Maintenance support needs to be improved for present tenants.
72889,7,1,"Final review.  We moved out!  HOORAY!!!  How many ways can one apartment complex suck?  Quite a few apparently....  So a few months ago I got something very much like a ""statement"" from the Landing with a final balance of $155.15.  The document was in the style of an income and expense report and did not have any totals, amounts owed, paragraphs of explanation,  methods of contact.... just kind of something I might have come up with when I was totaling up my monthly bills.  MY BAD.  Come to find out, I am now in collections for $155.15 which I will happily pay and put this sad chapter of apartment living behind me and if you read this and still decide to rent from the Landing at Round Rock, I suggest you bring your lawyer."
72889,9,1,"I would like to see the Mangement and Property owners replace the American and Texas flags or at least take them down respectfully dispose them. These tattered flags have been up well over a year and should have been replaced last year. Much disrespect to our country and state, including all of thier veteran residents."
72889,9,4,"This complex has been through a LOT of transitions over the last four years with multiple owners, but I think that the current management is the best by far. Daniel and Monica are actually working very hard to make sure that tenants follow the rules of the property so that we can use the pools and amenities without having to deal with unattended children, loud noises and music, pets off-leash, and people not picking up after said pets. We have also had major issues with people from the surrounding community trespassing on the property and using the pools, but with the new systems they are putting in place, I can only see that getting better. The maintenance manager and his team are the best that they have been since we moved in and they are dealing with hundreds of units, so I am pretty impressed with how quickly they get to major and minor issues. The only reasons that I can't go full five-star are that some of the tenants here are extremely reluctant to follow those rules and have been very rude to the staff. They want to park in fire zones, leave vehicles abandoned in much-needed spots, or won't pick up after their pets. That is not management's fault and they are truly working hard to deal with that and I am sure that it will improve with time. Another reason is the aging infrastructure. The main clubhouse is getting a remodel and that is nice. They also added a dog park and changed out some grills and the last owner revamped the pools on the clubhouse side, but the Phase II side pool has quite a few areas that need some work. It didn't get the same makeover that the clubhouse side did two years ago. The interiors of the apartments are getting upgraded as old tenants move out, so the new ones are quite lovely, but some of the cosmetic issues in the older units don't get fixed due to budget constraints. Windows with so much hard water, you can't see through them, mismatched fixtures, cracked tiles, and scratched wood flooring. I get it, it is much easier to redo an empty unit than work around a family that is occupying one, but if you are a meticulous person moving into an older unit, just be aware of those types of things. All that said, I just hope that if you are a prospective tenant, you will enjoy and take care of this community as if you owned it and if you are a current tenant, that you let the staff know how they are doing and what, if any, issues you have. As they always say, if they don't know there is a problem, they can't fix it."
72889,9,1,Lots of Scorpions in the apts be careful guy
72889,9,5,This place has the nicest staff Monica and Amanda were the biggest help when we are trying to move in and we had a couple questions about the property and everything got handled very smoothly this is a great place to live especially for the pools
72889,9,2,Not good. Rude people. 2 stars because of the location.
72889,9,1,"Based on the miserable month filled with unending headaches due to poor management wrought with terrible communication skills all I can say is DO NOT MOVE HERE. *See how they added that bull in response to my review. For those reading this review know that it is over a month later and I continue to have problems to this day. Whatever ghost that responded to the original review has never actually contacted me and now they've tried to make it my job to get into contact with them. What a joke. The ""run-around"" is the management practice of choice for the team here. This is how they function*"
